source_file,en_source,de_translation,de_correction,error_category,severity,feedback_reviewer,feedback_translator,linter_fires,comment_classification
25_0626_4991_US_IE_4.5.xlsx,"4. The ferrule according to claim 2 or 3, wherein the antireflection coating is configured to suppress reflection of a communications light wave in a non-fiber transmission medium.","4. Ferrule nach Anspruch 2 oder 3, wobei die Antireflexionsbeschichtung dazu konfiguriert ist, die Reflexion einer Kommunikationslichtwelle in einem nicht faserbasierten Übertragungsmedium zu unterdrücken.","4. Ferrule nach Anspruch 2 oder 3, wobei die Antireflexionsbeschichtung dazu konfiguriert ist, eine Reflexion einer Kommunikationslichtwelle in einem nicht faserbasierten Übertragungsmedium zu unterdrücken.",Style,Minor,no definite article when the term occurs for the first time,,,linter_new:article_first_mention
25_0626_4991_US_IE_4.5.xlsx,"7. The ferrule according to any one of claims 2 to 6, wherein a thickness of the antireflection coating is equal to 1/4 of a wavelength of the communications light wave.","7. Ferrule nach einem der Ansprüche 2 bis 6, wobei eine Dicke der Antireflexionsbeschichtung 1/4 einer Wellenlänge der Kommunikationslichtwelle entspricht.","7. Ferrule nach einem der Ansprüche 2 bis 6, wobei eine Dicke der Antireflexionsbeschichtung gleich 1/4 einer Wellenlänge der Kommunikationslichtwelle ist.",Consistency,Minor,"equal = entspricht / gleich
Choose one :)",,,manual:accuracy
25_0626_4991_US_IE_4.5.xlsx,the first optical communications element is connected to the second optical communications element by using respective fiber connectors (10).,das erste optische Kommunikationselement mit dem zweiten optischen Kommunikationselement durch Verwendung entsprechender Faserverbinder (10) verbunden ist.,das erste optische Kommunikationselement mit dem zweiten optischen Kommunikationselement durch Verwenden entsprechender Faserverbinder (10) verbunden ist.,Style,Minor,"Nominalization (or ""mithilfe"" could work, too)",,,linter_new:nominalization
25_0627_US_IE_3.5-4.xlsx,"a plurality of head down displays, HDD (102,104,106,108), including a first HDD and at least one second HDD;","eine Vielzahl von Head-Down-Displays, HDD (102, 104, 106, 108), einschließlich einer ersten HDD und mindestens einer zweiten HDD;","eine Vielzahl von Head-Down-Anzeigen, HDD (102, 104, 106, 108), die eine erste HDD und mindestens eine zweite HDD beinhaltet;",Consistency,Minor,"display is translated as ""Anzeige"" in the title
include = beinhalten",,,glossary:include; manual:consistency
25_0627_US_IE_3.5-4.xlsx,"mindestens zwei Anzeigeverarbeitungscomputer, DPC (110, 112), jeder DPC umfassend:","at least two display processing computers, DPC (110,112), each DPC comprising:","mindestens zwei Anzeigeverarbeitungscomputer, DPC (110, 112), wobei jeder DPC Folgendes umfasst:",Preferential Change,,"I am not entirely sure about this either, but in the past, we always used this structure.",,,linter:folgendes_umfasst
25_0627_US_IE_3.5-4.xlsx,"a plurality of independent nodes (114,116) including a first node and at least one second node, each independent node including one or more processors comprising one or more of:","eine Vielzahl von unabhängigen Knoten (114, 116), einschließlich eines ersten Knotens und mindestens eines zweiten Knotens, wobei jeder unabhängige Knoten einen oder mehrere Prozessoren aufweist, umfassend eines oder mehrere der folgenden Elemente:","eine Vielzahl von unabhängigen Knoten (114, 116), die einen ersten Knoten und mindestens einen zweiten Knoten beinhaltet, wobei jeder unabhängige Knoten einen oder mehrere Prozessoren beinhaltet, umfassend eines oder mehrere der folgenden Elemente:",Consistency,Minor,"Choose one, not ""einschließlich"" AND",,,glossary:include; manual:consistency
25_0627_US_IE_3.5-4.xlsx,a processing controller & display processing computers,Prozesssteuerung/Verarbeitungscontroller  & Anzeigeverarbeitungscomputer,Verarbeitungssteuerung / Anzeigeverarbeitungscomputer,Consistency,Minor,processing = Verarbeiten/-ung,,,manual:consistency
25_0627_US_IE_3.5-4.xlsx,"input/output (I/O) control logic (128,130) coupled to the graphics generator and to an external source, the I/O control logic configured to receive the external input from the external source;","eine Eingabe-/Ausgabe(E/A)-Steuerlogik (128, 130), die mit dem Grafikgenerator und einer externen Quelle gekoppelt ist, wobei die E/A-Steuerlogik konfiguriert ist, um die externe Eingabe von der externen Quelle zu empfangen;","eine Eingabe-/Ausgabe-(E/A-)Steuerlogik (128, 130), die mit dem Grafikgenerator und mit einer externen Quelle gekoppelt ist, wobei die E/A-Steuerlogik konfiguriert ist, um die externe Eingabe von der externen Quelle zu empfangen;",Style,Minor,"Use hyphens in brackets as per the provided ""EN-DE Notes on patent translations""",,,linter:acronym_in_compound
25_0627_US_IE_3.5-4.xlsx,coupled,verbunden/gekoppelt,gekoppelt,Consistency,Minor,Choose one,,,manual:consistency
25_0627_US_IE_3.5-4.xlsx,"a switching fabric configured to route graphical output from the graphics generator of one of the first node or the at least one second node to the first optical channel and the at least one second optical channel, the switching fabric controllable by either the first node or the at least one second node and including at least one master selector (204) configured to designate one of the first node or the second node as a master node.","eine Schaltstruktur, die konfiguriert ist, um grafische Ausgaben von dem Grafikgenerator eines der ersten Knoten oder des mindestens einen zweiten Knotens an den ersten optischen Kanal und den mindestens einen zweiten optischen Kanal weiterleitet, wobei die Schaltstruktur entweder von dem ersten Knoten oder von dem mindestens einen zweiten Knoten steuerbar ist und mindestens einen Master-Selektor (204) aufweist, der konfiguriert ist, um einen der ersten Knoten oder den zweiten Knoten als Master-Knoten zu bezeichnen.","eine Schaltstruktur, die konfiguriert ist, um eine grafische Ausgabe von dem Grafikgenerator eines des ersten Knotens oder des mindestens einen zweiten Knotens an den ersten optischen Kanal und den mindestens einen zweiten optischen Kanal weiterzuleiten, wobei die Schaltstruktur entweder von dem ersten Knoten oder dem mindestens einen zweiten Knoten steuerbar ist und mindestens einen Master-Selektor (204) beinhaltet, der konfiguriert ist, um einen des ersten Knotens oder des zweiten Knotens als einen Master-Knoten zu bezeichnen.",Accuracy,Minor,Several inaccuracies,,,manual:accuracy
25_0627_US_IE_3.5-4.xlsx,"5. The federated display system of claim 4, wherein the switching fabric is configured to direct external input data to at least one of the first graphics generator and the second graphics generator.","5. Föderiertes Anzeigesystem nach Anspruch 4, wobei die Schaltstruktur konfiguriert ist, um externe Eingabedaten an mindestens einen der ersten und den zweiten Grafikgeneratoren weiterzuleiten.","5. Föderiertes Anzeigesystem nach Anspruch 4, wobei die Schaltstruktur konfiguriert ist, um externe Eingabedaten an mindestens einen des ersten und des zweiten Grafikgenerators weiterzuleiten.",Accuracy,Minor,It is only one generator each.,,,manual:accuracy
25_0630_5230_US_IE_4.xlsx,"a. 2 - 20 wt% more preferred 4 - 12 wt %, and most preferred 7-8 wt% of an aqueous C6-fluorocarbon cationic polar dispersion binder with 2% active C6;","a. 2 - 20 Gew.-%, insbesondere 4 - 12 Gew.-% und am meisten bevorzugt 7 - 8 Gew.-% eines wässrigen C6-Fluorkohlenstoff-kationischen polaren Dispersionsbindemittels mit 2 % aktivem C6;","a. 2–20 [no-break space - U+00A0] Gew.-%, insbesondere 4–12 [no-break space - U+00A0] Gew.-% und am meisten bevorzugt 7–8 [no-break space - U+00A0] Gew.-% eines wässrigen C6-Fluorkohlenstoff-kationischen polaren Dispersionsbindemittels mit 2 [no-break space - U+00A0] % aktivem C6;",Style,Minor,Non-breakings spaces and en dashes without space (instead of hyphens),,regular_space_before_unit; hyphen_in_number_range; preposition_contraction,linter:regular_space_before_unit; linter:hyphen_in_number_range
25_0630_5230_US_IE_4.xlsx,"providing an outer surface spaced from the inner support and the garment or other textile ,","Bereitstellen einer Außenfläche, die der inneren Stütze und dem Kleidungsstück oder dem anderen Textil beabstandet ist,","Bereitstellen einer Außenfläche, die von der inneren Stütze und dem Kleidungsstück oder dem anderen Textil beabstandet ist,",Language,Minor,"""beabstandet sein von etw."" (see original claim translation, screenshot -->)",,,manual:accuracy
25_0630_5230_US_IE_4.xlsx,"[0034] The term ""impregnating agent"" is to be understood as any usually liquid or gaseous substance which it is desirable to apply to a surface in order to obtain certain characteristics such as water repellence, colour, subtleness and the like.","[0034] Unter dem Begriff ""Imprägniermittel"" ist jede üblicherweise flüssige oder gasförmige Substanz zu verstehen, die auf eine Oberfläche aufgebracht werden soll, um bestimmte Eigenschaften wie beispielsweise Wasserabweisung, Farbe, Zartheit und dergleichen zu erlangen.","[0034] Unter dem Begriff „Imprägniermittel“ ist jede üblicherweise flüssige oder gasförmige Substanz zu verstehen, die auf eine Oberfläche aufgebracht werden soll, um bestimmte Merkmale, wie etwa Wasserabweisung, Farbe, Zartheit und dergleichen, zu erlangen.",Terminology,Major,"characteristics = Merkmale (glossary);
Use German quotation marks (Alt + 0132 and Alt + 0147);
I replaced ""wie beispielsweise"" by ""wie etwa"" in the entire doc as ""beispielsweise"" is a bit too far from the source (does not contain any form of ""example""), especially because you use it for ""for example"" in other segments;
I added commas around a lot of these ""wie etwa"" structures because you used inconsistent punctuation throughout the doc",,werden_dynamic,glossary:other; manual:other
25_0630_5230_US_IE_4.xlsx,on a user interface,auf einer Benutzerschnittstelle,an einer Benutzerschnittstelle,Consistency,Minor,Consistent with the provided claim translation,,,manual:consistency
25_0630_5230_US_IE_4.xlsx,towards the electrically conducting surface,zu der elektrisch leitenden Oberfläche,in Richtung der elektrisch leitenden Oberfläche,Consistency,Minor,Consistent with the provided claim translation,,,manual:consistency
25_0630_5230_US_IE_4.xlsx,"[0033] In a further embodiment of the apparatus according to the invention a further set of nozzles are provided for issuing a cleaning agent towards the garment or other textile like material arranged on the inner support, where the cleaning agent comprises non-ion and/or amphoteric surfactants, glycerine, lactic acid amine salt and water, and where after a predetermined time after having applied the cleaning agent to the garment or other textile like material, a further set of nozzles or the same nozzles as used for issuing cleaning agent is used for issuing compressed air towards the garment or other textile material, and where a second filter unit is provided for collecting the polluted remains.","[0033] In einer weiteren Ausführungsform der Vorrichtung gemäß der Erfindung ist ein weiterer Satz von Düsen zur Abgabe eines Reinigungsmittels in Richtung auf das auf der inneren Stütze angeordnete Kleidungsstück oder das andere textilartige Material, bereitgestellt, wobei das Reinigungsmittel nichtionische und/oder amphotere Tenside, Glycerin, Milchsäureaminsalz und Wasser umfasst, und wobei nach einer vorbestimmten Zeit, nach Aufbringen des Reinigungsmittels auf das Kleidungsstück oder das andere textilartige Material ein zusätzlicher Satz von Düsen oder derselbe Satz von Düsen wie für das Abgeben von Reinigungsmittel verwendet wird, um Druckluft in Richtung auf das Kleidungsstück oder das andere textile Material abzugeben und wobei eine zweite Filtereinheit für das Einsammeln der verschmutzten Überreste bereitgestellt ist.","[0033] In einer weiteren Ausführungsform der Vorrichtung gemäß der Erfindung ist ein weiterer Satz von Düsen zum Abgeben eines Reinigungsmittels in Richtung des auf der inneren Stütze angeordneten Kleidungsstücks oder des anderen textilartigen Materials bereitgestellt, wobei das Reinigungsmittel nichtionische und/oder amphotere Tenside, Glycerin, Milchsäureaminsalz und Wasser umfasst und wobei nach einer vorbestimmten Zeit nach Aufbringen des Reinigungsmittels auf das Kleidungsstück oder das andere textilartige Material ein zusätzlicher Satz von Düsen oder derselbe Satz von Düsen wie für das Abgeben von Reinigungsmittel verwendet wird, um Druckluft in Richtung des Kleidungsstücks oder des anderen textilen Materials abzugeben und wobei eine zweite Filtereinheit zum Einsammeln der verschmutzten Überreste bereitgestellt ist.",Language,Minor,"""in Richtung auf"" does not make sense
Comma deleted
Nominalization ""Abgeben""",,werden_dynamic; preposition_contraction; same_selbe; same_gleich_missing,linter_new:nominalization; manual:punctuation
25_0630_5230_US_IE_4.xlsx,"[0050] [no-break space - U+00A0] Spraying of impregnating agent 5 into the box creates a mist of impregnating agent filling the box 3. The mist of impregnating agent 5 is electrostatically charged and because of the electrostatic field between one or more of the sidewalls of the box 3 and the outer surface of the mannequin torso 1, the mist is directed from the one or more sidewalls of the box and towards the outer surface of the mannequin torso 1.","[0050] [no-break space - U+00A0] Durch Einsprühen des Imprägniermittels 5 in die Box entsteht ein Nebel aus Imprägniermittel, der die Box 3 ausfüllt. Der Nebel des Imprägniermittels 5 ist elektrostatisch aufgeladen, und aufgrund des elektrostatischen Feldes zwischen einer oder mehreren Seitenwänden der Box 3 und der Außenfläche des Schaufensterpuppentorso 1 wird der Nebel von der einen oder den mehreren Seitenwänden der Box in Richtung der Außenfläche des Schaufensterpuppentorsos 1 geleitet.","[0050] [no-break space - U+00A0] Durch Einsprühen des Imprägniermittels 5 in die Box entsteht ein Nebel aus Imprägniermittel, der die Box 3 ausfüllt. Der Nebel des Imprägniermittels 5 ist elektrostatisch aufgeladen und aufgrund des elektrostatischen Feldes zwischen einer oder mehreren der Seitenwände der Box 3 und der Außenfläche des Schaufensterpuppentorso 1 wird der Nebel von der einen oder den mehreren Seitenwänden der Box und in Richtung der Außenfläche des Schaufensterpuppentorsos 1 geleitet.",Accuracy,Minor,"""one or more ""OF the sidewalls""
Comma before ""und"" ungrammatical in most cases",,negation_not_transferred; werden_dynamic,manual:accuracy; manual:punctuation
